ojibwe,english,fst_readings,speaker
Aandi wenjijiwang.,Where is it flowing from?,"[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'wenjijiwang', 'fst_analyses': ['onjijiwan+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-o-adaawetamaage waa-aabajichigaadenig o'o waa-inakamigak,He went and bought some stuff for the festivities.,"[{'word_form': 'gii-o-adaawetamaage', 'fst_analyses': ['PVTense/gii+PVDir/o+adaawetamaage+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'waa-aabajichigaadenig', 'fst_analyses': ['PVTense/wii+aabajichigaade+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}, {'word_form': ""o'o"", 'fst_analyses': [""o'o+PRONDem+NI+Sg""]}, {'word_form': 'waa-inakamigak', 'fst_analyses': ['PVTense/wii+inakamigad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}]",es
Ogii-kibishkaan iwe miikana awe gaag gii-megwaa-aazhawishkaad.,That porcupine kind of blocked the road as he crossed it.,"[{'word_form': 'ogii-kibishkaan', 'fst_analyses': ['PVTense/gii+gibishkan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'miikana', 'fst_analyses': ['miikana+NI+Sg']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gaag', 'fst_analyses': ['gaag+NA+ProxSg']}, {'word_form': 'gii-megwaa-aazhawishkaad', 'fst_analyses': ['PVTense/gii+PVLex/megwaa+aazhawishkaa+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gaag obishagaakwamaa' mitigoo'.,A porcupine eats bark off trees.,"[{'word_form': 'gaag', 'fst_analyses': ['gaag+NA+ProxSg']}, {'word_form': ""obishagaakwamaa'"", 'fst_analyses': ['bishagaakwam+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': ""mitigoo'"", 'fst_analyses': ['mitig+NA+ObvPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Onjikadan gidanokiiwin gidoozhibii'igewigamigong.,Leave your work at your office.,"[{'word_form': 'onjikadan', 'fst_analyses': []}, {'word_form': 'gidanokiiwin', 'fst_analyses': ['anokiiwin+NI+Sg+2SgPoss']}, {'word_form': ""gidoozhibii'igewigamigong"", 'fst_analyses': [""ozhibii'igewigamig+NI+Loc+2SgPoss""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-kiikibii'ige aw asigibii'igewinini aana-gikendaasod.,The accountant is smart enough and knows better than to make false entries.,"[{'word_form': ""gii-kiikibii'ige"", 'fst_analyses': []}, {'word_form': 'aw', 'fst_analyses': ['aw+PRONDem+NA+ProxSg']}, {'word_form': ""asigibii'igewinini"", 'fst_analyses': [""asigibii'igewinini+NA+ProxSg""]}, {'word_form': 'aana-gikendaasod', 'fst_analyses': ['PVTense/aana+gikendaaso+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Indaga naa asham a'awe. Mii gosha go naa wenda-waabiiganaandang.,You'd better feed him. This person is turning kind of pale on us.,"[{'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'asham', 'fst_analyses': ['asham+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'asham+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': ""a'awe"", 'fst_analyses': [""a'awe+PRONDem+NA+ProxSg""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'gosha', 'fst_analyses': ['gosha+PCEmph']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'wenda-waabiiganaandang', 'fst_analyses': ['PVLex/wenda+waabiiganaandam+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Niwii-kiziibiigizide jibwaa-agonjidooyaan inzidan imaa gichi-onaaganing.,I'm going to wash my feet before I soak them in the basin.,"[{'word_form': 'niwii-kiziibiigizide', 'fst_analyses': ['PVTense/wii+giziibiigizide+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'jibwaa-agonjidooyaan', 'fst_analyses': ['PVTense/jibwaa+agonjidoon+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj', 'PVTense/jibwaa+agonjidoon+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'inzidan', 'fst_analyses': ['zid+NID+Pl+1SgPoss']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'gichi-onaaganing', 'fst_analyses': ['gichi-onaagan+NI+Loc', 'PNLex/gichi+onaagan+NI+Loc', 'PNLex/chi+onaagan+NI+Loc+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",es
Inoo'amaw inakeya'ii ge-izhi-onabid.,Point out to her where she should sit.,"[{'word_form': ""inoo'amaw"", 'fst_analyses': [""inoo'amaw+VTA+Imp+Sim+2SgSubj+3SgProxObj"", ""inoo'amaw+VTA+Imp+Sim+2SgSubj+3PlProxObj""]}, {'word_form': ""inakeya'ii"", 'fst_analyses': [""inakeya'ii+ADVDeg""]}, {'word_form': 'ge-izhi-onabid', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogodaagaminaan nibi epiitaagamidenig. Owanakoninj odaabajitoon.,She tested the temperature of the water using the tip of her finger.,"[{'word_form': 'ogodaagaminaan', 'fst_analyses': ['godaagaminan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'nibi', 'fst_analyses': ['nibi+NI+Sg']}, {'word_form': 'epiitaagamidenig', 'fst_analyses': ['apiitaagamide+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'owanakoninj', 'fst_analyses': ['wanakoninj+NI+Sg+3SgProxPoss']}, {'word_form': 'odaabajitoon', 'fst_analyses': ['aabajitoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mishawaagonag odizhiweba'aan bikwaakwadoons.,He hit his (golf)ball right out on a field of snow,"[{'word_form': 'mishawaagonag', 'fst_analyses': ['mishawaagonag+ADVLoc']}, {'word_form': ""odizhiweba'aan"", 'fst_analyses': [""izhiweba'an+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': 'bikwaakwadoons', 'fst_analyses': ['bikwaakwadoons+NI+Sg', 'bikwaakwad+NI+Dim+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Dakisijiganing izhi-atoon gaa-gii'-ishkwandaman ji-wanaajisinzinog.,Put your leftovers in the refrigerator so they don't spoil.,"[{'word_form': 'dakisijiganing', 'fst_analyses': ['dakisijigan+NI+Loc']}, {'word_form': 'izhi-atoon', 'fst_analyses': ['PVRel/izhi+atoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'PVRel/izhi+atoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': ""gaa-gii'-ishkwandaman"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+ishkwandan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj"", ""PVSub/gaa+PVTense/gii'+ishkwandan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj""]}, {'word_form': 'ji-wanaajisinzinog', 'fst_analyses': ['PVTense/daa+wanaajisin+VII+Cnj+Neg+Neu+0PlSubj', 'PVTense/ga+wanaajisin+VII+Cnj+Neg+Neu+0PlSubj', 'PVTense/daa+wanaajisin+VII+Cnj+Neg+Neu+0SgSubj', 'PVTense/ga+wanaajisin+VII+Cnj+Neg+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Dazhi-agwaanaaso gaa-gii'-maa'ishkang. Gii-kichi-adaawe.,The one who went shopping is unloading there. He bought lots.,"[{'word_form': 'dazhi-agwaanaaso', 'fst_analyses': ['PVRel/dazhi+agwaanaaso+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""gaa-gii'-maa'ishkang"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+maa'ishkam+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVTense/gii+PVTense/gii'+maa'ishkam+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead"", ""PVTense/gii+PVTense/gii'+maa'ishkam+VAI+Pcp+Pos+Neu+3PlProxSubj+3PlProxHead""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gii-kichi-adaawe', 'fst_analyses': ['PVTense/gii+PVLex/gichi+adaawen+VAIO+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVLex/gichi+adaawe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Babaa-aazhawaakwii-gwaashkwani waabizheshi andone'ang waa'-miijid.,A marten jumps form one tree to another looking for food.,"[{'word_form': 'babaa-aazhawaakwii-gwaashkwani', 'fst_analyses': []}, {'word_form': 'waabizheshi', 'fst_analyses': ['waabizheshi+NA+ProxSg']}, {'word_form': ""andone'ang"", 'fst_analyses': [""andone'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj"", ""andone'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': ""waa'-miijid"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Enigok gii-wiikwii.,He pulled harder.,"[{'word_form': 'enigok', 'fst_analyses': ['enigok+ADVDeg']}, {'word_form': 'gii-wiikwii', 'fst_analyses': ['PVTense/gii+wiikwii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gaawiin gegoo naanaagadawendanziin awe gaa-onji-bakiiwiid aw gaa-wiikwiid.,That guy pulling didn't have any sense -- that's why he strained his back.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'gegoo', 'fst_analyses': ['gegoo+PRONIndf+NI']}, {'word_form': 'naanaagadawendanziin', 'fst_analyses': ['naanaagadawendam+VAI+Ind+Neg+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gaa-onji-bakiiwiid', 'fst_analyses': ['PVSub/gaa+PVRel/onji+bakiiwii+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVRel/onji+bakiiwii+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'aw', 'fst_analyses': ['aw+PRONDem+NA+ProxSg']}, {'word_form': 'gaa-wiikwiid', 'fst_analyses': ['PVSub/gaa+wiikwii+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+wiikwii+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-odaapizwaan iniw odewe'iganan -- onzaam jiigayi'ii iwidi ogii-minjiminaan jiigishkodeng.,He shrunk his hand drum because he held it too close to the fire.,"[{'word_form': 'ogii-odaapizwaan', 'fst_analyses': ['PVTense/gii+odaapizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+odaapiz+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+odaapizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+odaapiz+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': ""odewe'iganan"", 'fst_analyses': [""dewe'igan+NA+ObvPl+3SgProxPoss"", ""dewe'igan+NA+ObvSg+3SgProxPoss""]}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': ""jiigayi'ii"", 'fst_analyses': [""jiigayi'ii+ADVLoc""]}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'ogii-minjiminaan', 'fst_analyses': ['PVTense/gii+minjimin+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+minjimin+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+minjiminan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'jiigishkodeng', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Amik giinwanaamo. Gabeya'ii jibwaa-mooshkamod.,A beaver takes a long deep breath. It's a long time before it has to surface.,"[{'word_form': 'amik', 'fst_analyses': ['amik+NA+ProxSg']}, {'word_form': 'giinwanaamo', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""gabeya'ii"", 'fst_analyses': [""gabeya'ii+ADVTmp""]}, {'word_form': 'jibwaa-mooshkamod', 'fst_analyses': ['PVTense/jibwaa+mooshkamo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Baapaawaange maang gii-mooshkamod.,A loon flaps its wings when it comes out of the water.,"[{'word_form': 'baapaawaange', 'fst_analyses': ['baapaawaange+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'maang', 'fst_analyses': ['maang+NA+ProxSg']}, {'word_form': 'gii-mooshkamod', 'fst_analyses': ['PVTense/gii+mooshkamo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wiiba noongom ani-gashkiidibikad. Miidog 'i zhigwa ani-ishpi-dagwaagig.,It's getting dark earlier know. It must getting into fall now.,"[{'word_form': 'wiiba', 'fst_analyses': ['wiiba+ADVTmp']}, {'word_form': 'noongom', 'fst_analyses': ['noongom+ADVTmp']}, {'word_form': 'ani-gashkiidibikad', 'fst_analyses': ['PVDir/ani+gashkiidibikad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'miidog', 'fst_analyses': []}, {'word_form': 'i', 'fst_analyses': []}, {'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'ani-ishpi-dagwaagig', 'fst_analyses': ['PVDir/ani+ishpi-dagwaagin+VII+Cnj+Pos+Neu+0SgSubj', 'PVDir/ani+PVLex/ishpi+dagwaagin+VII+Cnj+Pos+Neu+0SgSubj', 'PVDir/ani+ishpi-dagwaagin+VII+Cnj+Pos+Neu+0PlSubj', 'PVDir/ani+PVLex/ishpi+dagwaagin+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Naawi-minis debinaagwad migiziwazison.,You can see an eagle's nest at the middle of the island.,"[{'word_form': 'naawi-minis', 'fst_analyses': ['PNLex/naawi+minis+NI+Sg', 'naawi-minis+ADVLoc']}, {'word_form': 'debinaagwad', 'fst_analyses': ['debinaagwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'migiziwazison', 'fst_analyses': ['migiziwazison+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mii idi neyaashiing wenjiwijiged imaa bemiwidood ini jiimaanan.,The one going by hauling the boats took them from the point.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'idi', 'fst_analyses': ['idi+PRONDem+NI+Sg']}, {'word_form': 'neyaashiing', 'fst_analyses': ['neyaashi+NI+Loc']}, {'word_form': 'wenjiwijiged', 'fst_analyses': ['onjiwijige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'bemiwidood', 'fst_analyses': []}, {'word_form': 'ini', 'fst_analyses': ['ini+PRONDem+NI+Pl', 'ini+PRONDem+NA+ObvSg', 'ini+PRONDem+NA+ObvPl']}, {'word_form': 'jiimaanan', 'fst_analyses': ['jiimaan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",es
Anaamidaabaaning zhegoshin nanaa'idaabaaned.,He's lying in under the car fixing it.,"[{'word_form': 'anaamidaabaaning', 'fst_analyses': ['anaamidaabaaning+ADVLoc']}, {'word_form': 'zhegoshin', 'fst_analyses': ['zhegoshin+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""nanaa'idaabaaned"", 'fst_analyses': [""nanaa'idaabaane+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",es
Dibikong nimaamaa gii-pi-zhegoshing ninibewining.,Last night my mother squeezed into bed with me.,"[{'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': 'nimaamaa', 'fst_analyses': ['maamaay+NAD+ProxSg+1SgPoss', 'maamaa+NAD+ProxSg+1SgPoss']}, {'word_form': 'gii-pi-zhegoshing', 'fst_analyses': ['PVTense/gii+PVDir/bi+zhegoshin+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'ninibewining', 'fst_analyses': ['nibewin+NI+Loc+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogidadoopowinaak ashi gibakwezhiganikaan.,Put your bannock on top of the table.,"[{'word_form': 'ogidadoopowinaak', 'fst_analyses': ['ogidadoopowinaak+ADVLoc']}, {'word_form': 'ashi', 'fst_analyses': ['ashi+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'ashi+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'ashi+ADVConj']}, {'word_form': 'gibakwezhiganikaan', 'fst_analyses': ['bakwezhiganikaan+NA+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Jiigishkode onji-giizhizwi gibakwezhiganikaan. Aasamishim.,Cook your bannock by the side of the fire. Stand it up facing the fire.,"[{'word_form': 'jiigishkode', 'fst_analyses': ['jiigishkode+ADVLoc']}, {'word_form': 'onji-giizhizwi', 'fst_analyses': ['PVRel/onji+giizhizwi+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'PVRel/onji+giizhizwi+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'gibakwezhiganikaan', 'fst_analyses': ['bakwezhiganikaan+NA+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'aasamishim', 'fst_analyses': ['aasamishim+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'aasamishim+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Godigoshin imaa odinimaanganaang.,He's got a sprain in his shoulder.,"[{'word_form': 'godigoshin', 'fst_analyses': ['godigoshin+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'odinimaanganaang', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Gichi-waawaashkeshiwan ogii-mikonizhikawaan.,He chased the big buck down.,"[{'word_form': 'gichi-waawaashkeshiwan', 'fst_analyses': ['PNLex/gichi+waawaashkeshi+NA+ObvPl', 'PNLex/gichi+waawaashkeshi+NA+ObvSg', 'PNLex/chi+waawaashkeshi+NA+ObvPl+2SgPoss', 'PNLex/chi+waawaashkeshi+NA+ObvSg+2SgPoss']}, {'word_form': 'ogii-mikonizhikawaan', 'fst_analyses': ['PVTense/gii+mikonizhikaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+mikonizhikaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Minisinadaawangaang danaamiwag giigoonyag.,Fish spawn on sand bars.,"[{'word_form': 'minisinadaawangaang', 'fst_analyses': []}, {'word_form': 'danaamiwag', 'fst_analyses': ['danaamiwag+VAIPL+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'giigoonyag', 'fst_analyses': ['giigoonh+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mii ji-bwaanawi'ad ji-gichiwinadiban. Ojaanimendam wii-azhegiiwed iwidi gaa-pi-onji-bazigwiid gaa-izhiwebadinig.,You won't be able to hold him back. He wants to go back where he came from because something happened over there.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': ""ji-bwaanawi'ad"", 'fst_analyses': [""PVTense/daa+bwaanawi'+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj"", ""PVTense/ga+bwaanawi'+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj""]}, {'word_form': 'ji-gichiwinadiban', 'fst_analyses': ['PVTense/daa+gichiwin+VTA+Cnj+Pos+Prt+2SgSubj+3SgProxObj', 'PVTense/ga+gichiwin+VTA+Cnj+Pos+Prt+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ojaanimendam', 'fst_analyses': ['ojaanimendam+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'wii-azhegiiwed', 'fst_analyses': ['PVTense/wii+azhegiiwe+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'gaa-pi-onji-bazigwiid', 'fst_analyses': ['PVTense/gii+PVDir/bi+PVRel/onji+bazigwii+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'gaa-izhiwebadinig', 'fst_analyses': ['PVSub/gaa+izhiwebad+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVSub/gaa+izhiwebad+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVTense/gii+izhiwebad+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Aaniin enaanimak.,How is the wind?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'enaanimak', 'fst_analyses': ['inaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Akawe waabandan enaanimak jibwaa-aazhawa'oyan.,Check the wind first before you go across (by boat).,"[{'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': 'waabandan', 'fst_analyses': ['waabandan+VTI+Imp+Sim+2SgSubj+0PlObj', 'waabandan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'enaanimak', 'fst_analyses': ['inaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': ""jibwaa-aazhawa'oyan"", 'fst_analyses': [""PVTense/jibwaa+aazhawa'o+VAI+Cnj+Pos+Neu+2SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-mashkawaabiigad i'iw zhinoodaagan gaa-aabajichigaadeg gii-dakobinind a'aw asab.,The cord they used to tie the net was strong.,"[{'word_form': 'gii-mashkawaabiigad', 'fst_analyses': ['PVTense/gii+mashkawaabiigad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'zhinoodaagan', 'fst_analyses': ['zhinoodaagan+NI+Sg']}, {'word_form': 'gaa-aabajichigaadeg', 'fst_analyses': ['PVSub/gaa+aabajichigaade+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+aabajichigaade+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+aabajichigaade+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'gii-dakobinind', 'fst_analyses': ['PVTense/gii+dakobizh+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'asab', 'fst_analyses': ['asab+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Ganabaj wiiba da-bwaanawi'o nimishoomis. Mashkikiiwininiwan odigoon okanaapined.,I think my grandfather won't be able (to walk) soon. The doctor told him he has arthritis.,"[{'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'wiiba', 'fst_analyses': ['wiiba+ADVTmp']}, {'word_form': ""da-bwaanawi'o"", 'fst_analyses': [""PVTense/ga+bwaanawi'o+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'nimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mashkikiiwininiwan', 'fst_analyses': ['mashkikiiwinini+NA+ObvPl', 'mashkikiiwinini+NA+ObvSg']}, {'word_form': 'odigoon', 'fst_analyses': ['izhi+VTA+Ind+Pos+Neu+3PlObvSubj+3SgProxObj', 'izhi+VTA+Ind+Pos+Neu+3SgObvSubj+3SgProxObj']}, {'word_form': 'okanaapined', 'fst_analyses': ['okanaapine+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaniin ekwaabiigakin gimakizineyaabiin.,How long are your shoelaces?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'ekwaabiigakin', 'fst_analyses': ['akwaabiigad+VII+Pcp+Pos+Neu+0PlSubj+0PlHead']}, {'word_form': 'gimakizineyaabiin', 'fst_analyses': ['makizineyaab+NI+Pl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Diba'iganaaakoons aabajitoon wii-kikendaman ekwaabiigak.,Use a ruler to find out how long it is.,"[{'word_form': ""diba'iganaaakoons"", 'fst_analyses': []}, {'word_form': 'aabajitoon', 'fst_analyses': ['aabajitoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'aabajitoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'wii-kikendaman', 'fst_analyses': ['PVTense/wii+gikendam+VAI+Cnj+Pos+Neu+2SgSubj', 'PVTense/wii+gikendan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj', 'PVTense/wii+gikendan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'ekwaabiigak', 'fst_analyses': ['akwaabiigad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mii 'iwe zhigwa bapangishinowaad igiweg mishiiminag.,The apples are falling now.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'bapangishinowaad', 'fst_analyses': ['bapangishin+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': 'igiweg', 'fst_analyses': ['igiweg+PRONDem+NA+ProxPl']}, {'word_form': 'mishiiminag', 'fst_analyses': ['mishiimin+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",es
