ojibwe,english,fst_readings,speaker
Gizhiigizan giwaaboowaan jibwaa-gawishimoyan.,Heat up your blanket before you go to bed.,"[{'word_form': 'gizhiigizan', 'fst_analyses': ['gizhiigizan+VTI+Imp+Sim+2SgSubj+0PlObj', 'gizhiigizan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'giwaaboowaan', 'fst_analyses': []}, {'word_form': 'jibwaa-gawishimoyan', 'fst_analyses': ['PVTense/jibwaa+gawishimo+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Awasi-biboonong ningii-pagida'waa anaamizigwam.,Winter before last I set nets under the ice.,"[{'word_form': 'awasi-biboonong', 'fst_analyses': ['PVLex/awasi+biboonong+ADVTmp', 'awasi-biboonong+ADVTmp']}, {'word_form': ""ningii-pagida'waa"", 'fst_analyses': [""PVTense/gii+bagida'waa+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'anaamizigwam', 'fst_analyses': ['anaamizigwam+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Naajigwaazh gigaanda'igwaason gaa-gii-pishigonad anaamidoopowinaak. Mitig aabajitoon ji-naajigwaanad.,Rake out the thimble you dropped under the table. Use a stick to rake it out with.,"[{'word_form': 'naajigwaazh', 'fst_analyses': ['naajigwaazh+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'naajigwaazh+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': ""gigaanda'igwaason"", 'fst_analyses': [""gaanda'igwaason+NI+Sg+2SgPoss"", ""gaanda'igwaason+NA+ProxSg+2SgPoss""]}, {'word_form': 'gaa-gii-pishigonad', 'fst_analyses': ['PVSub/gaa+PVTense/gii+bishigon+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': 'anaamidoopowinaak', 'fst_analyses': ['anaamidoopowinaak+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mitig', 'fst_analyses': ['mitig+NA+ProxSg', 'mitig+NI+Sg']}, {'word_form': 'aabajitoon', 'fst_analyses': ['aabajitoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'aabajitoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'ji-naajigwaanad', 'fst_analyses': ['PVTense/daa+naajigwaazh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj', 'PVTense/ga+naajigwaazh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Azhiwaa na gimoozhwaagan.,Are your scissors dull?,"[{'word_form': 'azhiwaa', 'fst_analyses': ['azhiwaa+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'na', 'fst_analyses': ['na+PCDisc']}, {'word_form': 'gimoozhwaagan', 'fst_analyses': ['moozhwaagan+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Moozhwaagan gigiishkizhigaagen.,You use scissors to cut something.,"[{'word_form': 'moozhwaagan', 'fst_analyses': ['moozhwaagan+NI+Sg']}, {'word_form': 'gigiishkizhigaagen', 'fst_analyses': ['giishkizhigaagen+VAIO+Ind+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Moozhwaagan aabajitoon wii'-onizhaman wiigwaas.,Use scissors to cut out birch bark.,"[{'word_form': 'moozhwaagan', 'fst_analyses': ['moozhwaagan+NI+Sg']}, {'word_form': 'aabajitoon', 'fst_analyses': ['aabajitoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'aabajitoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': ""wii'-onizhaman"", 'fst_analyses': [""PVTense/wii'+onizhan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj"", ""PVTense/wii'+onizhan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj""]}, {'word_form': 'wiigwaas', 'fst_analyses': ['wiigwaas+NA+ProxSg', 'wiigwaas+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaawiin gaashaasinoon nimoozhwaagan.,My scissors are dull.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'gaashaasinoon', 'fst_analyses': ['gaashaa+VII+Ind+Neg+Neu+0PlSubj', 'gaashaa+VII+Ind+Neg+Neu+0SgSubj']}, {'word_form': 'nimoozhwaagan', 'fst_analyses': ['moozhwaagan+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Apenimon gigitiziimag ji-gikinoo'amawikwaa ge-izhi-bimiwidooyan gibimaadiziwin.,Rely on your parents to teach you how to carry on your life in the future.,"[{'word_form': 'apenimon', 'fst_analyses': ['apenimo+VAI+Imp+Sim+2SgSubj', 'apenimon+VAIO+Imp+Sim+2SgSubj+0PlObj', 'apenimon+VAIO+Imp+Sim+2SgSubj+0SgObj', 'apenimon+VAIO+Imp+Sim+2SgSubj+3PlProx', 'apenimon+VAIO+Imp+Sim+2SgSubj+3SgProx', 'apenimon+VAIO+Imp+Sim+2SgSubj']}, {'word_form': 'gigitiziimag', 'fst_analyses': ['gitiziim+NAD+ProxPl+2SgPoss']}, {'word_form': ""ji-gikinoo'amawikwaa"", 'fst_analyses': []}, {'word_form': 'ge-izhi-bimiwidooyan', 'fst_analyses': []}, {'word_form': 'gibimaadiziwin', 'fst_analyses': ['bimaadiziwin+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningii-tajise ji-gii'-andawaabandamaambaan.,I didn't have time to go get it.,"[{'word_form': 'ningii-tajise', 'fst_analyses': ['PVTense/gii+dajise+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': ""ji-gii'-andawaabandamaambaan"", 'fst_analyses': [""PVTense/daa+PVTense/gii'+andawaabandan+VTI+Cnj+Pos+Prt+1SgSubj+0PlObj"", ""PVTense/ga+PVTense/gii'+andawaabandan+VTI+Cnj+Pos+Prt+1SgSubj+0PlObj"", ""PVTense/daa+PVTense/gii'+andawaabandan+VTI+Cnj+Pos+Prt+1SgSubj+0SgObj"", ""PVTense/ga+PVTense/gii'+andawaabandan+VTI+Cnj+Pos+Prt+1SgSubj+0SgObj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Naniizaanendan epizoyan gi... gidoodaabaanens. Mookaagonasowag asiniig.,Be careful where you drive your skidoo. The rocks are coming out of the melting snow.,"[{'word_form': 'naniizaanendan', 'fst_analyses': ['naniizaanendan+VTI+Imp+Sim+2SgSubj+0PlObj', 'naniizaanendan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'epizoyan', 'fst_analyses': []}, {'word_form': 'gi...', 'fst_analyses': []}, {'word_form': 'gidoodaabaanens', 'fst_analyses': ['odaabaan+NI+Dim+Sg+2SgPoss', 'odaabaan+NA+Dim+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mookaagonasowag', 'fst_analyses': ['mookaagonaso+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'asiniig', 'fst_analyses': ['asin+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Omiigaadaan odanokiiwin ji-ganawendang.,She's fighting to keep her job.,"[{'word_form': 'omiigaadaan', 'fst_analyses': ['miigaadan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'odanokiiwin', 'fst_analyses': ['anokiiwin+NI+Sg+3SgProxPoss']}, {'word_form': 'ji-ganawendang', 'fst_analyses': ['PVTense/daa+ganawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'PVTense/ga+ganawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'PVTense/daa+ganawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'PVTense/ga+ganawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Niiwing ningii-pi-gabadoomin gii-bi-nita'amaang.,We had to portage four times coming up against the current.,"[{'word_form': 'niiwing', 'fst_analyses': ['niiwinoon+VII+Cnj+Pos+Neu+0SgSubj', 'niiwinoon+VII+Cnj+Pos+Neu+0PlSubj', 'niiwing+ADVTmp']}, {'word_form': 'ningii-pi-gabadoomin', 'fst_analyses': ['PVTense/gii+PVDir/bi+gabadoo+VAI+Ind+Pos+Neu+ExclSubj']}, {'word_form': ""gii-bi-nita'amaang"", 'fst_analyses': [""PVTense/gii+PVDir/bi+nita'am+VAI+Cnj+Pos+Neu+ExclSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Anishinaabewanjigewag geyaabi gaa-onji-mino-ayaawaad.,They eat traditional food so that's why they're are still healthy.,"[{'word_form': 'anishinaabewanjigewag', 'fst_analyses': ['anishinaabewanjige+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'geyaabi', 'fst_analyses': ['geyaabi+ADVTmp']}, {'word_form': 'gaa-onji-mino-ayaawaad', 'fst_analyses': ['PVSub/gaa+PVRel/onji+mino-ayaa+VAI+Cnj+Pos+Neu+3PlProxSubj', 'PVSub/gaa+PVRel/onji+PVLex/mino+ayaa+VAI+Cnj+Pos+Neu+3PlProxSubj', 'PVSub/gaa+PVRel/onji+PVLex/mino+ayaaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVSub/gaa+PVRel/onji+PVLex/mino+ayaaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Biindikomaaning zhegonan gimookomaan jibwaa-beshininjiishinan.,Put your knife in the case before you cut your hand on it.,"[{'word_form': 'biindikomaaning', 'fst_analyses': ['biindikomaan+NI+Loc']}, {'word_form': 'zhegonan', 'fst_analyses': ['zhegonan+VTI+Imp+Sim+2SgSubj+0PlObj', 'zhegonan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'gimookomaan', 'fst_analyses': ['mookomaan+NI+Sg+2SgPoss']}, {'word_form': 'jibwaa-beshininjiishinan', 'fst_analyses': ['PVTense/jibwaa+beshininjiishin+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaag obishagaakwamaa' mitigoo'.,A porcupine eats bark off trees.,"[{'word_form': 'gaag', 'fst_analyses': ['gaag+NA+ProxSg']}, {'word_form': ""obishagaakwamaa'"", 'fst_analyses': ['bishagaakwam+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': ""mitigoo'"", 'fst_analyses': ['mitig+NA+ObvPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Onjikadan gidanokiiwin gidoozhibii'igewigamigong.,Leave your work at your office.,"[{'word_form': 'onjikadan', 'fst_analyses': []}, {'word_form': 'gidanokiiwin', 'fst_analyses': ['anokiiwin+NI+Sg+2SgPoss']}, {'word_form': ""gidoozhibii'igewigamigong"", 'fst_analyses': [""ozhibii'igewigamig+NI+Loc+2SgPoss""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Inoo'amaw inakeya'ii ge-izhi-onabid.,Point out to her where she should sit.,"[{'word_form': ""inoo'amaw"", 'fst_analyses': [""inoo'amaw+VTA+Imp+Sim+2SgSubj+3SgProxObj"", ""inoo'amaw+VTA+Imp+Sim+2SgSubj+3PlProxObj""]}, {'word_form': ""inakeya'ii"", 'fst_analyses': [""inakeya'ii+ADVDeg""]}, {'word_form': 'ge-izhi-onabid', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogodaagaminaan nibi epiitaagamidenig. Owanakoninj odaabajitoon.,She tested the temperature of the water using the tip of her finger.,"[{'word_form': 'ogodaagaminaan', 'fst_analyses': ['godaagaminan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'nibi', 'fst_analyses': ['nibi+NI+Sg']}, {'word_form': 'epiitaagamidenig', 'fst_analyses': ['apiitaagamide+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'owanakoninj', 'fst_analyses': ['wanakoninj+NI+Sg+3SgProxPoss']}, {'word_form': 'odaabajitoon', 'fst_analyses': ['aabajitoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mishawaagonag odizhiweba'aan bikwaakwadoons.,He hit his (golf)ball right out on a field of snow,"[{'word_form': 'mishawaagonag', 'fst_analyses': ['mishawaagonag+ADVLoc']}, {'word_form': ""odizhiweba'aan"", 'fst_analyses': [""izhiweba'an+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': 'bikwaakwadoons', 'fst_analyses': ['bikwaakwadoons+NI+Sg', 'bikwaakwad+NI+Dim+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Dakisijiganing izhi-atoon gaa-gii'-ishkwandaman ji-wanaajisinzinog.,Put your leftovers in the refrigerator so they don't spoil.,"[{'word_form': 'dakisijiganing', 'fst_analyses': ['dakisijigan+NI+Loc']}, {'word_form': 'izhi-atoon', 'fst_analyses': ['PVRel/izhi+atoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'PVRel/izhi+atoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': ""gaa-gii'-ishkwandaman"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+ishkwandan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj"", ""PVSub/gaa+PVTense/gii'+ishkwandan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj""]}, {'word_form': 'ji-wanaajisinzinog', 'fst_analyses': ['PVTense/daa+wanaajisin+VII+Cnj+Neg+Neu+0PlSubj', 'PVTense/ga+wanaajisin+VII+Cnj+Neg+Neu+0PlSubj', 'PVTense/daa+wanaajisin+VII+Cnj+Neg+Neu+0SgSubj', 'PVTense/ga+wanaajisin+VII+Cnj+Neg+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Dazhi-agwaanaaso gaa-gii'-maa'ishkang. Gii-kichi-adaawe.,The one who went shopping is unloading there. He bought lots.,"[{'word_form': 'dazhi-agwaanaaso', 'fst_analyses': ['PVRel/dazhi+agwaanaaso+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""gaa-gii'-maa'ishkang"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+maa'ishkam+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVTense/gii+PVTense/gii'+maa'ishkam+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead"", ""PVTense/gii+PVTense/gii'+maa'ishkam+VAI+Pcp+Pos+Neu+3PlProxSubj+3PlProxHead""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gii-kichi-adaawe', 'fst_analyses': ['PVTense/gii+PVLex/gichi+adaawen+VAIO+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVLex/gichi+adaawe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Babaa-aazhawaakwii-gwaashkwani waabizheshi andone'ang waa'-miijid.,A marten jumps form one tree to another looking for food.,"[{'word_form': 'babaa-aazhawaakwii-gwaashkwani', 'fst_analyses': []}, {'word_form': 'waabizheshi', 'fst_analyses': ['waabizheshi+NA+ProxSg']}, {'word_form': ""andone'ang"", 'fst_analyses': [""andone'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj"", ""andone'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': ""waa'-miijid"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Amik giinwanaamo. Gabeya'ii jibwaa-mooshkamod.,A beaver takes a long deep breath. It's a long time before it has to surface.,"[{'word_form': 'amik', 'fst_analyses': ['amik+NA+ProxSg']}, {'word_form': 'giinwanaamo', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""gabeya'ii"", 'fst_analyses': [""gabeya'ii+ADVTmp""]}, {'word_form': 'jibwaa-mooshkamod', 'fst_analyses': ['PVTense/jibwaa+mooshkamo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Baapaawaange maang gii-mooshkamod.,A loon flaps its wings when it comes out of the water.,"[{'word_form': 'baapaawaange', 'fst_analyses': ['baapaawaange+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'maang', 'fst_analyses': ['maang+NA+ProxSg']}, {'word_form': 'gii-mooshkamod', 'fst_analyses': ['PVTense/gii+mooshkamo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wiiba noongom ani-gashkiidibikad. Miidog 'i zhigwa ani-ishpi-dagwaagig.,It's getting dark earlier know. It must getting into fall now.,"[{'word_form': 'wiiba', 'fst_analyses': ['wiiba+ADVTmp']}, {'word_form': 'noongom', 'fst_analyses': ['noongom+ADVTmp']}, {'word_form': 'ani-gashkiidibikad', 'fst_analyses': ['PVDir/ani+gashkiidibikad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'miidog', 'fst_analyses': []}, {'word_form': ""'i"", 'fst_analyses': [""'i+PRONDem+NI+Sg""]}, {'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'ani-ishpi-dagwaagig', 'fst_analyses': ['PVDir/ani+ishpi-dagwaagin+VII+Cnj+Pos+Neu+0SgSubj', 'PVDir/ani+PVLex/ishpi+dagwaagin+VII+Cnj+Pos+Neu+0SgSubj', 'PVDir/ani+ishpi-dagwaagin+VII+Cnj+Pos+Neu+0PlSubj', 'PVDir/ani+PVLex/ishpi+dagwaagin+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Naawi-minis debinaagwad migiziwazison.,You can see an eagle's nest at the middle of the island.,"[{'word_form': 'naawi-minis', 'fst_analyses': ['PNLex/naawi+minis+NI+Sg', 'naawi-minis+ADVLoc']}, {'word_form': 'debinaagwad', 'fst_analyses': ['debinaagwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'migiziwazison', 'fst_analyses': ['migiziwazison+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Dibikong nimaamaa gii-pi-zhegoshing ninibewining.,Last night my mother squeezed into bed with me.,"[{'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': 'nimaamaa', 'fst_analyses': ['maamaay+NAD+ProxSg+1SgPoss', 'maamaa+NAD+ProxSg+1SgPoss']}, {'word_form': 'gii-pi-zhegoshing', 'fst_analyses': ['PVTense/gii+PVDir/bi+zhegoshin+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'ninibewining', 'fst_analyses': ['nibewin+NI+Loc+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogidadoopowinaak ashi gibakwezhiganikaan.,Put your bannock on top of the table.,"[{'word_form': 'ogidadoopowinaak', 'fst_analyses': ['ogidadoopowinaak+ADVLoc']}, {'word_form': 'ashi', 'fst_analyses': ['ashi+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'ashi+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'ashi+ADVConj']}, {'word_form': 'gibakwezhiganikaan', 'fst_analyses': ['bakwezhiganikaan+NA+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Jiigishkode onji-giizhizwi gibakwezhiganikaan. Aasamishim.,Cook your bannock by the side of the fire. Stand it up facing the fire.,"[{'word_form': 'jiigishkode', 'fst_analyses': ['jiigishkode+ADVLoc']}, {'word_form': 'onji-giizhizwi', 'fst_analyses': ['PVRel/onji+giizhizwi+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'PVRel/onji+giizhizwi+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'gibakwezhiganikaan', 'fst_analyses': ['bakwezhiganikaan+NA+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'aasamishim', 'fst_analyses': ['aasamishim+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'aasamishim+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gichi-waawaashkeshiwan ogii-mikonizhikawaan.,He chased the big buck down.,"[{'word_form': 'gichi-waawaashkeshiwan', 'fst_analyses': ['PNLex/gichi+waawaashkeshi+NA+ObvPl', 'PNLex/gichi+waawaashkeshi+NA+ObvSg', 'PNLex/chi+waawaashkeshi+NA+ObvPl+2SgPoss', 'PNLex/chi+waawaashkeshi+NA+ObvSg+2SgPoss']}, {'word_form': 'ogii-mikonizhikawaan', 'fst_analyses': ['PVTense/gii+mikonizhikaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+mikonizhikaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Minisinadaawangaang danaamiwag giigoonyag.,Fish spawn on sand bars.,"[{'word_form': 'minisinadaawangaang', 'fst_analyses': []}, {'word_form': 'danaamiwag', 'fst_analyses': ['danaamiwag+VAIPL+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'giigoonyag', 'fst_analyses': ['giigoonh+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaniin enaanimak.,How is the wind?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'enaanimak', 'fst_analyses': ['inaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Akawe waabandan enaanimak jibwaa-aazhawa'oyan.,Check the wind first before you go across (by boat).,"[{'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': 'waabandan', 'fst_analyses': ['waabandan+VTI+Imp+Sim+2SgSubj+0PlObj', 'waabandan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'enaanimak', 'fst_analyses': ['inaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': ""jibwaa-aazhawa'oyan"", 'fst_analyses': [""PVTense/jibwaa+aazhawa'o+VAI+Cnj+Pos+Neu+2SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Ganabaj wiiba da-bwaanawi'o nimishoomis. Mashkikiiwininiwan odigoon okanaapined.,I think my grandfather won't be able (to walk) soon. The doctor told him he has arthritis.,"[{'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'wiiba', 'fst_analyses': ['wiiba+ADVTmp']}, {'word_form': ""da-bwaanawi'o"", 'fst_analyses': [""PVTense/ga+bwaanawi'o+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'nimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mashkikiiwininiwan', 'fst_analyses': ['mashkikiiwinini+NA+ObvPl', 'mashkikiiwinini+NA+ObvSg']}, {'word_form': 'odigoon', 'fst_analyses': ['izhi+VTA+Ind+Pos+Neu+3PlObvSubj+3SgProxObj', 'izhi+VTA+Ind+Pos+Neu+3SgObvSubj+3SgProxObj']}, {'word_form': 'okanaapined', 'fst_analyses': ['okanaapine+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaniin ekwaabiigakin gimakizineyaabiin.,How long are your shoelaces?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'ekwaabiigakin', 'fst_analyses': ['akwaabiigad+VII+Pcp+Pos+Neu+0PlSubj+0PlHead']}, {'word_form': 'gimakizineyaabiin', 'fst_analyses': ['makizineyaab+NI+Pl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Diba'iganaaakoons aabajitoon wii-kikendaman ekwaabiigak.,Use a ruler to find out how long it is.,"[{'word_form': ""diba'iganaaakoons"", 'fst_analyses': []}, {'word_form': 'aabajitoon', 'fst_analyses': ['aabajitoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'aabajitoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'wii-kikendaman', 'fst_analyses': ['PVTense/wii+gikendam+VAI+Cnj+Pos+Neu+2SgSubj', 'PVTense/wii+gikendan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj', 'PVTense/wii+gikendan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'ekwaabiigak', 'fst_analyses': ['akwaabiigad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogidaagonag izhi-asham bineshiinyensag.,Put the bird feed on top of the snow. (= Feed the small birds on top of the snow.),"[{'word_form': 'ogidaagonag', 'fst_analyses': ['ogidaagonag+ADVLoc']}, {'word_form': 'izhi-asham', 'fst_analyses': ['PVRel/izhi+asham+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'PVRel/izhi+asham+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'bineshiinyensag', 'fst_analyses': ['bineshiinh+NA+Dim+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Boodaashkaa waawaashkeshi; onzaam gabeyi'ii agoojin mitigong.,The deer is bloated because it been hanging too long on the tree.,"[{'word_form': 'boodaashkaa', 'fst_analyses': []}, {'word_form': 'waawaashkeshi;', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': ""gabeyi'ii"", 'fst_analyses': []}, {'word_form': 'agoojin', 'fst_analyses': ['agoojin+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'mitigong', 'fst_analyses': ['mitig+NA+Loc', 'mitig+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Jiigishkwaand namadabin.,Sit down by the door.,"[{'word_form': 'jiigishkwaand', 'fst_analyses': ['jiigishkwaand+ADVLoc']}, {'word_form': 'namadabin', 'fst_analyses': ['namadabi+VAI+Imp+Sim+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-padakinaa' odaagima' jiigishkwaand.,He stood his snowshoes up at the door.,"[{'word_form': ""ogii-padakinaa'"", 'fst_analyses': ['PVTense/gii+badakizh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': ""odaagima'"", 'fst_analyses': ['aagim+NA+ObvPl+3SgProxPoss']}, {'word_form': 'jiigishkwaand', 'fst_analyses': ['jiigishkwaand+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ginwaakwad gikiwe'on gaa-izhi-wewebaasing,The pole where the flag flies is pretty tall.,"[{'word_form': 'ginwaakwad', 'fst_analyses': ['ginwaakwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""gikiwe'on"", 'fst_analyses': [""gikiwe'on+NI+Sg""]}, {'word_form': 'gaa-izhi-wewebaasing', 'fst_analyses': ['PVSub/gaa+PVRel/izhi+wewebaasin+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+PVRel/izhi+wewebaasin+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVRel/izhi+wewebaasin+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}]",nj
